"","pcap","experiment","pkts_processed","total_baseline_alerts","total_experiment_alerts","avg_num_rules_compared_to","avg_num_contents_compared_to","avg_num_pcre_compared_to","pkts_fowarded_percent","pkts_fowarded_absolute","alerts_true_positive_percent","alerts_true_positive_absolute","alerts_false_positive_percent","alerts_false_positive_absolute","nids_processing_time"
"45","BenignTraffic1","packet_sampling_5_10",2885502,0,0,0,0,0,"16.79",484466,"100",0,"0",0,15.2928655147552
"46","BenignTraffic1","packet_sampling_5_25",2885502,0,0,0,0,0,"11.82",340982,"100",0,"0",0,14.8598945140839
"47","BenignTraffic1","packet_sampling_5_5",2885502,0,0,0,0,0,"21.12",609507,"100",0,"0",0,17.9618067741394
"48","BenignTraffic1","packet_sampling_5_50",2885502,0,0,0,0,0,"8.45",243876,"100",0,"0",0,14.8393614292145
"49","BenignTraffic1","packet_sampling_50_10",2885502,0,0,0,0,0,"27.27",786828,"100",0,"0",0,15.2971205711365
"50","BenignTraffic1","packet_sampling_50_25",2885502,0,0,0,0,0,"20.34",587029,"100",0,"0",0,15.1563398838043
"51","BenignTraffic1","packet_sampling_50_5",2885502,0,0,0,0,0,"31.24",901507,"100",0,"0",0,15.5147848129272
"52","BenignTraffic1","rule_based_eRBF",2885502,0,0,0,0,0,"7.91",228369,"100",0,"0",0,16.3347926139832
"53","BenignTraffic1","rule_based_fast_pattern",2885502,0,0,0,0,0,"40.75",1175972,"100",0,"0",0,17.8786656856537
"54","BenignTraffic1","rule_based_header_only",2885502,0,0,0,0,0,"57.51",1659438,"100",0,"0",0,66.4431416988373
"55","BenignTraffic2","packet_sampling_10_10",3027237,6,6,0,0,0,"21.41",648226,"100.00",6,"0.00",0,15.0820474624634
"56","BenignTraffic2","packet_sampling_10_25",3027237,6,6,0,0,0,"15.43",467157,"100.00",6,"0.00",0,14.9387834072113
"57","BenignTraffic2","packet_sampling_10_5",3027237,6,6,0,0,0,"25.78",780498,"100.00",6,"0.00",0,15.3476586341858
"58","BenignTraffic2","packet_sampling_10_50",3027237,6,6,0,0,0,"11.98",362652,"100.00",6,"0.00",0,14.8646528720856
"59","BenignTraffic2","packet_sampling_25_10",3027237,6,6,0,0,0,"26.37",798223,"100.00",6,"0.00",0,15.2566304206848
"60","BenignTraffic2","packet_sampling_25_25",3027237,6,6,0,0,0,"19.05",576767,"100.00",6,"0.00",0,14.9576215744019
"61","BenignTraffic2","packet_sampling_25_5",3027237,6,6,0,0,0,"30.60",926249,"100.00",6,"0.00",0,15.486100435257
"62","BenignTraffic2","packet_sampling_25_50",3027237,6,6,0,0,0,"15.54",470511,"100.00",6,"0.00",0,14.935905456543
"63","BenignTraffic2","packet_sampling_5_10",3027237,6,6,0,0,0,"17.28",523139,"100.00",6,"0.00",0,15.3588135242462
"64","BenignTraffic2","packet_sampling_5_25",3027237,6,6,0,0,0,"12.08",365791,"100.00",6,"0.00",0,15.0728635787964
"65","BenignTraffic2","packet_sampling_5_5",3027237,6,6,0,0,0,"21.88",662362,"100.00",6,"0.00",0,26.2242984771729
"66","BenignTraffic2","packet_sampling_5_50",3027237,6,6,0,0,0,"8.64",261427,"100.00",6,"0.00",0,14.7438955307007
"67","BenignTraffic2","packet_sampling_50_10",3027237,6,6,0,0,0,"27.91",844794,"100.00",6,"0.00",0,15.2235052585602
"68","BenignTraffic2","packet_sampling_50_25",3027237,6,6,0,0,0,"20.65",625177,"100.00",6,"0.00",0,14.9410257339478
"69","BenignTraffic2","packet_sampling_50_5",3027237,6,6,0,0,0,"32.08",971002,"100.00",6,"0.00",0,15.4841384887695
"70","BenignTraffic2","rule_based_eRBF",3027237,6,6,0,0,0,"8.17",247383,"100.00",6,"0.00",0,15.7650361061096
"71","BenignTraffic2","rule_based_fast_pattern",3027237,6,0,0,0,0,"41.90",1268432,"0.00",0,"0",0,17.8729212284088
"72","BenignTraffic2","rule_based_header_only",3027237,6,0,0,0,0,"58.78",1779425,"0.00",0,"0",0,54.9347960948944
"73","BenignTraffic3","packet_sampling_10_10",1265458,0,0,0,0,0,"21.73",274959,"100",0,"0",0,14.5729801654816
"74","BenignTraffic3","packet_sampling_10_25",1265458,0,0,0,0,0,"15.60",197354,"100",0,"0",0,14.8969223499298
"75","BenignTraffic3","packet_sampling_10_5",1265458,0,0,0,0,0,"26.18",331251,"100",0,"0",0,14.6114332675934
"76","BenignTraffic3","packet_sampling_10_50",1265458,0,0,0,0,0,"12.22",154650,"100",0,"0",0,14.6061565876007
"77","BenignTraffic3","packet_sampling_25_10",1265458,0,0,0,0,0,"26.75",338520,"100",0,"0",0,14.7378695011139
"78","BenignTraffic3","packet_sampling_25_25",1265458,0,0,0,0,0,"19.15",242345,"100",0,"0",0,14.7226505279541
"79","BenignTraffic3","packet_sampling_25_5",1265458,0,0,0,0,0,"31.11",393621,"100",0,"0",0,15.0019962787628
"80","BenignTraffic3","packet_sampling_25_50",1265458,0,0,0,0,0,"15.75",199367,"100",0,"0",0,14.5728781223297
"81","BenignTraffic3","packet_sampling_5_10",1265458,0,0,0,0,0,"17.53",221873,"100",0,"0",0,15.0744252204895
"82","BenignTraffic3","packet_sampling_5_25",1265458,0,0,0,0,0,"12.23",154728,"100",0,"0",0,14.9400250911713
"83","BenignTraffic3","packet_sampling_5_5",1265458,0,0,0,0,0,"22.18",280642,"100",0,"0",0,35.6671671867371
"84","BenignTraffic3","packet_sampling_5_50",1265458,0,0,0,0,0,"8.80",111307,"100",0,"0",0,14.5420742034912
"85","BenignTraffic3","packet_sampling_50_10",1265458,0,0,0,0,0,"28.28",357897,"100",0,"0",0,14.8441870212555
"86","BenignTraffic3","packet_sampling_50_25",1265458,0,0,0,0,0,"20.77",262797,"100",0,"0",0,14.7673635482788
"87","BenignTraffic3","packet_sampling_50_5",1265458,0,0,0,0,0,"32.57",412212,"100",0,"0",0,14.6679112911224
"88","BenignTraffic3","rule_based_eRBF",1265458,0,0,0,0,0,"8.31",105172,"100",0,"0",0,25.7309415340424
"89","BenignTraffic3","rule_based_fast_pattern",1265458,0,0,0,0,0,"42.93",543262,"100",0,"0",0,18.0405645370483
"90","BenignTraffic3","rule_based_header_only",1265458,0,0,0,0,0,"57.89",732568,"100",0,"0",0,52.3905770778656
"91","BrowserHijacking","packet_sampling_10_10",55957,3,3,0,0,0,"36.07",20183,"100.00",3,"0.00",0,15.4635488986969
"92","BrowserHijacking","packet_sampling_10_25",55957,3,3,0,0,0,"32.47",18171,"100.00",3,"0.00",0,16.6677837371826
"93","BrowserHijacking","packet_sampling_10_5",55957,3,3,0,0,0,"42.83",23964,"100.00",3,"0.00",0,15.6920216083527
"94","BrowserHijacking","packet_sampling_10_50",55957,3,3,0,0,0,"29.15",16314,"100.00",3,"0.00",0,15.7928969860077
"95","BrowserHijacking","packet_sampling_25_10",55957,3,3,0,0,0,"47.47",26560,"100.00",3,"0.00",0,16.3702969551086
"96","BrowserHijacking","packet_sampling_25_25",55957,3,3,0,0,0,"45.44",25426,"100.00",3,"0.00",0,20.8044483661652
"97","BrowserHijacking","packet_sampling_25_5",55957,3,3,0,0,0,"52.64",29455,"100.00",3,"0.00",0,15.5107176303864
"98","BrowserHijacking","packet_sampling_25_50",55957,3,3,0,0,0,"43.74",24473,"100.00",3,"0.00",0,15.4669375419617
"99","BrowserHijacking","packet_sampling_5_10",55957,3,3,0,0,0,"28.41",15895,"100.00",3,"0.00",0,26.697648525238
"100","BrowserHijacking","packet_sampling_5_25",55957,3,3,0,0,0,"24.38",13644,"100.00",3,"0.00",0,19.8686437606812
"101","BrowserHijacking","packet_sampling_5_5",55957,3,3,0,0,0,"35.85",20061,"100.00",3,"0.00",0,62.178813457489
"102","BrowserHijacking","packet_sampling_5_50",55957,3,3,0,0,0,"19.50",10910,"100.00",3,"0.00",0,28.8962368965149
"103","BrowserHijacking","packet_sampling_50_10",55957,3,3,0,0,0,"57.28",32052,"100.00",3,"0.00",0,16.1467387676239
"104","BrowserHijacking","packet_sampling_50_25",55957,3,3,0,0,0,"56.71",31734,"100.00",3,"0.00",0,15.3046970367432
